266	https://tinyurl.com/microbesigslides	Link to share PDF files as (PMID.pdf):	https://www.dropbox.com/request/BNpgquRv3F0jjvlSar6x	https://tinyurl.com/microbesigs																																																																																																																																							
Dropbox	PubMed	PMID	source within paper	Free-form description	significance threshold	LDA Score >	threshold corrected for MHT? yes/no	control (unexposed) sample size	case (exposed) sample size	case definition 	study design	matched on	confounders controlled for	antibiotics exclusion	Country	host species	body_site	condition	sequencing type	16S variable region	sequencing platform	date of curation	curator	revision 	contrast (list control group last)	UP or DOWN	statistical test	Pielou	Shannon index	Chao1	Simpson	Inverse Simpson	Richness	taxon 1	taxon 2	taxon 3	taxon 4	taxon 5	taxon 6	taxon 7	taxon 8	taxon 9	taxon 10	taxon 11	taxon 12	taxon 13	taxon 14	taxon 15	taxon 16	taxon 17	taxon 18	taxon 19	taxon 20	taxon 21	taxon 22	taxon 23	taxon 24	taxon 25	taxon 26	taxon 27	taxon 28	taxon 29	taxon 30	taxon 31	taxon 32	taxon 33	taxon 34	taxon 35	taxon 36	taxon 37	taxon 38	taxon 39	taxon 40	taxon 41	taxon 42	taxon 43	taxon 44	taxon 45	taxon 46	taxon 47	taxon 48	taxon 49	taxon 50	taxon 51	taxon 52	taxon 53	taxon 54	taxon 55	taxon 56	taxon 57	taxon 58	taxon 59	taxon 60	taxon 61	taxon 62	taxon 63	taxon 64	taxon 65	taxon 66	taxon 67	taxon 68	taxon 69	taxon 70	taxon 71	taxon 72	taxon 73	taxon 74	taxon 75	taxon 76	taxon 77	taxon 78	taxon 79	taxon 80	taxon 81	taxon 82	taxon 83	taxon 84	taxon 85	taxon 86	taxon 87	taxon 88	taxon 89	taxon 90	taxon 91	taxon 92	taxon 93	taxon 94	taxon 95	taxon 96	taxon 97	taxon 98	taxon 99	taxon 100	taxon 101	taxon 102	taxon 103	taxon 104	taxon 105	taxon 106
Dropbox	PubMed	26230509	Table 4	Relative microbial abundance in obese Korean adolescents (13-16 year old)	0.05	NA	no	67	67	body mass index [BMI] ≥ 30 kg/m2, or ≥ 99th BMI percentile	case-control	NA	age, sex 	1 month	South Korea	human	feces	obesity	16S	V1-V3	Roche454	2019-03-09	Marianthi Thomatos	Shaimaa Elsafoury	high BMI zscore vs. low BMI zscores	DOWN	spearman correlation	NA	NA	NA	NA	NA	NA	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes																																																																																																								
Dropbox	PubMed	26230509	Table 4	Relative microbial abundance in obese Korean adolescents (13-16 year old)	0.05	NA	no	67	67	body mass index [BMI] ≥ 30 kg/m2, or ≥ 99th BMI percentile	case-control	NA	age, sex 	1 month	South Korea	human	feces	obesity	16S	V1-V3	Roche454	2019-10-15	Shaimaa Elsafoury	Shaimaa Elsafoury	high triglycerides vs. low triglycerides	UP	spearman correlation	NA	NA	NA	NA	NA	NA	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella																																																																																																									
Dropbox	PubMed	26230509	Table 4	Relative microbial abundance in obese Korean adolescents (13-16 year old)	0.05	NA	no	67	67	body mass index [BMI] ≥ 30 kg/m2, or ≥ 99th BMI percentile	case-control	NA	age, sex 	1 month	South Korea	human	feces	obesity	16S	V1-V3	Roche454	2019-10-15	Shaimaa Elsafoury	Shaimaa Elsafoury	high triglycerides vs. low triglycerides	DOWN	spearman correlation	NA	NA	NA	NA	NA	NA	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides																																																																																																									
Dropbox	PubMed	26230509	Table 4	Relative microbial abundance in obese Korean adolescents (13-16 year old)	0.05	NA	no	67	67	body mass index [BMI] ≥ 30 kg/m2, or ≥ 99th BMI percentile	case-control	NA	age, sex 	1 month	South Korea	human	feces	obesity	16S	V1-V3	Roche454	2019-10-15	Shaimaa Elsafoury	Shaimaa Elsafoury	high total cholesterol vs. low total cholesterol	UP	spearman correlation	NA	NA	NA	NA	NA	NA																																																																																																										
Dropbox	PubMed	26230509	Table 4	Relative microbial abundance in obese Korean adolescents (13-16 year old)	0.05	NA	no	67	67	body mass index [BMI] ≥ 30 kg/m2, or ≥ 99th BMI percentile	case-control	NA	age, sex 	1 month	South Korea	human	feces	obesity	16S	V1-V3	Roche454	2019-10-15	Shaimaa Elsafoury	Shaimaa Elsafoury	high total cholesterol vs. low total cholesterol	DOWN	spearman correlation	NA	NA	NA	NA	NA	NA	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides																																																																																																									
Dropbox	PubMed	26230509	Table 4	Relative microbial abundance in obese Korean adolescents (13-16 year old)	0.05	NA	no	67	67	body mass index [BMI] ≥ 30 kg/m2, or ≥ 99th BMI percentile	case-control	NA	age, sex 	1 month	South Korea	human	feces	obesity	16S	V1-V3	Roche454	2019-10-15	Shaimaa Elsafoury	Shaimaa Elsafoury	high HDL-C vs. low HDL-C	UP	spearman correlation	NA	NA	NA	NA	NA	NA	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides																																																																																																									
Dropbox	PubMed	26230509	Table 4	Relative microbial abundance in obese Korean adolescents (13-16 year old)	0.05	NA	no	67	67	body mass index [BMI] ≥ 30 kg/m2, or ≥ 99th BMI percentile	case-control	NA	age, sex 	1 month	South Korea	human	feces	obesity	16S	V1-V3	Roche454	2019-10-15	Shaimaa Elsafoury	Shaimaa Elsafoury	high HDL-C vs. low HDL-C	DOWN	spearman correlation	NA	NA	NA	NA	NA	NA																																																																																																										
Dropbox	PubMed	26230509	Table 4	Relative microbial abundance in obese Korean adolescents (13-16 year old)	0.05	NA	no	67	67	body mass index [BMI] ≥ 30 kg/m2, or ≥ 99th BMI percentile	case-control	NA	age, sex 	1 month	South Korea	human	feces	obesity	16S	V1-V3	Roche454	2019-10-15	Shaimaa Elsafoury	Shaimaa Elsafoury	high senstive C reactive protein vs. low sensetive C reactive protein	UP	spearman correlation	NA	NA	NA	NA	NA	NA	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella																																																																																																									
Dropbox	PubMed	26230509	Table 4	Relative microbial abundance in obese Korean adolescents (13-16 year old)	0.05	NA	no	67	67	body mass index [BMI] ≥ 30 kg/m2, or ≥ 99th BMI percentile	case-control	NA	age, sex 	1 month	South Korea	human	feces	obesity	16S	V1-V3	Roche454	2019-10-15	Shaimaa Elsafoury	Shaimaa Elsafoury	high senstive C reactive protein vs. low sensetive C reactive protein	DOWN	spearman correlation	NA	NA	NA	NA	NA	NA	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter																																																																																																								
Dropbox	PubMed	29576948	Figure 2	Differentially abundant taxa between people with obesity and normal weight control	0.05	NA	yes	29	33	obesity group (BMI ≥30)	case-control	NA	NA	3 months 	China	human	oral gland	obesity	16S	V3-V4	Illumina	2018-12-17	Rimsha Azhar	Shaimaa Elsafoury	Obesity group vs. controls	UP	Kruskall-Wallis	NA	NO	NO	NA	NA	NO	k__Bacteria|p__Firmicutes|c__Erysipelotrichia	k__Bacteria|p__Bacteroidetes|c__Bacteroidia	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	f__peptostreptococcaceae_XI	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Catonella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium																																																																																								
Dropbox	PubMed	29576948	Figure 2	Differentially abundant taxa between people with obesity and normal weight control	0.05	NA	yes	29	33	obesity group (BMI ≥30)	case-control	NA	NA	3 months 	China	human	oral gland	obesity	16S	V3-V4	Illumina	2018-12-17	Rimsha Azhar	Shaimaa Elsafoury	Obesity group vs. controls	DOWN	Kruskall-Wallis	NA	YES	YES	NA	NA	YES	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas																																																																																						
Dropbox	PubMed	21850056	table 2	List of genera that were significantly different between Healthy controls and Colorectal cancer patients	0.05	NA	no	56	46	All patients were categorized according to histopathological features by TNM classification of malignant tumors after surgery	case-control	NA	NA	3 months	China	human	feces	colorectal cancer	16S	V3	Roche454		Shaimaa Elsafoury	Shaimaa Elsafoury	Colrectal cancer patients vs. healthy controls	UP	Mann-Whitney (Wilcoxon)	NA	NO	NA	NO	NA	NA	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus																																																																																																				
Dropbox	PubMed	21850056	table 2	List of genera that were significantly different between Healthy controls and Colorectal cancer patients	0.05	NA	no	56	46	All patients were categorized according to histopathological features by TNM classification of malignant tumors after surgery	case-control	NA	NA	3 months	China	human	feces	colorectal cancer	16S	V3	Roche454		Shaimaa Elsafoury	Shaimaa Elsafoury	Colrectal cancer patients vs. healthy controls	DOWN	Mann-Whitney (Wilcoxon)	NA	NO	NA	NO	NA	NA	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella																																																																																																					
Dropbox	PubMed	30548192	Supplemental Figure 5 and Table S2	The relative abundance of genus in carcinoma and postoperative patients	0.1	NA	yes	47	15	The adenoma and carcinoma patients were diagnosed by colonoscopic examination and histopathological review of biopsies. Postoperative patients were classified as having NDA or CIT by follow-up surveillance colonoscopy and biopsies	case-control	age, gender, BMI	NA	3 months	China	human	feces	colorectal cancer	16S	V3-V4	Illumina	2019-01-08	Rimsha Azhar	Shaimaa Elsafoury	Carcinoma patients vs. postoperation patients	UP	Mann-Whitney (Wilcoxon)	NA	NA	NA	NA	NA	NO	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Finegoldia	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Howardella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella	k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces																																																																																								
Dropbox	PubMed	30548192	Supplemental Figure 5 and Table S2	The relative abundance of genus in carcinoma and postoperative patients	0.1	NA	yes	47	15	The adenoma and carcinoma patients were diagnosed by colonoscopic examination and histopathological review of biopsies. Postoperative patients were classified as having NDA or CIT by follow-up surveillance colonoscopy and biopsies	case-control	age, gender, BMI	NA	3 months	China	human	feces	colorectal cancer	16S	V3-V4	Illumina	2019-01-08	Rimsha Azhar	Shaimaa Elsafoury	Carcinoma patients vs. postoperation patients	DOWN	Mann-Whitney (Wilcoxon)	NA	NA	NA	NA	NA	NO	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Parascardovia	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriales_unclassified|g__Lawsonella	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Tyzzerella	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus																																																																																															
Dropbox	PubMed	30548192	Figure 4 and Table B	LEfSe identified differene in abundace between NDA and CIT	0.05	2.5	yes	26	21	The adenoma and carcinoma patients were diagnosed by colonoscopic examination and histopathological review of biopsies. Postoperative patients were classified as having NDA or CIT by follow-up surveillance colonoscopy and biopsies	case-control	age, gender, BMI	NA	3 months	China	human	feces	colorectal cancer	16S	V3-V4	Illumina	2019-01-08	Rimsha Azhar	Shaimaa Elsafoury	NDA(new dev. adenoma) vs. CIT(cleain intestine)	UP	Mann-Whitney (Wilcoxon)	NA	NA	NA	NA	NA	NO	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Morganella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium																																																																																																					
Dropbox	PubMed	30548192	Figure 4 and Table B	LEfSe identified differene in abundace between NDA and CIT	0.05	2.5	yes	26	21	The adenoma and carcinoma patients were diagnosed by colonoscopic examination and histopathological review of biopsies. Postoperative patients were classified as having NDA or CIT by follow-up surveillance colonoscopy and biopsies	case-control	age, gender, BMI	NA	3 months	China	human	feces	colorectal cancer	16S	V3-V4	Illumina	2019-01-08	Rimsha Azhar	Shaimaa Elsafoury	NDA(new dev. adenoma) vs. CIT(cleain intestine)	DOWN	Mann-Whitney (Wilcoxon)	NA	NA	NA	NA	NA	YES	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Finegoldia	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_coprostanoligenes	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Moryella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus																																																																																																
Dropbox	PubMed	28620208	Figure 4	Differential abundance in community compositions between SUD and healthy controls	0.05	2	yes	45	48	NA	case-control	NA	NA	3 months	China	human	feces	substance related disorder	16S	V3-V4	Illumina	2019-01-09	Fatima Zohra	Shaimaa Elsafoury	Substance use disorder patients vs. Healthy controls	UP	LEfSe	NA	NA	NO	NA	NA	YES	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__Thauera	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__Thauera																																																																																																	
